,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,utt_id,session,emotion,valence,arousal,dominance,start,end,mfcc_path
2533,2533,2533,2533,2533,2533,2533,3334,Ses03F_impro05_F005,Session3,ang,2.5,4.0,4.0,50.7732,58.0654,mfcc_regression/Ses03F_impro05_F005.npy
2534,2534,2534,2534,2534,2534,2534,3336,Ses03F_impro05_F007,Session3,ang,1.5,4.0,4.5,80.3494,89.3854,mfcc_regression/Ses03F_impro05_F007.npy
2535,2535,2535,2535,2535,2535,2535,3337,Ses03F_impro05_F008,Session3,ang,1.5,4.5,4.0,89.4307,92.5106,mfcc_regression/Ses03F_impro05_F008.npy
2536,2536,2536,2536,2536,2536,2536,3338,Ses03F_impro05_F009,Session3,ang,2.0,4.0,3.5,96.451,100.4125,mfcc_regression/Ses03F_impro05_F009.npy
2537,2537,2537,2537,2537,2537,2537,3339,Ses03F_impro05_F010,Session3,ang,2.0,3.5,3.0,114.9079,116.9675,mfcc_regression/Ses03F_impro05_F010.npy
2538,2538,2538,2538,2538,2538,2538,3340,Ses03F_impro05_F011,Session3,ang,1.5,4.5,4.0,118.9842,124.675,mfcc_regression/Ses03F_impro05_F011.npy
2539,2539,2539,2539,2539,2539,2539,3343,Ses03F_impro05_F015,Session3,ang,1.5,4.5,4.5,148.7189,151.4592,mfcc_regression/Ses03F_impro05_F015.npy
2540,2540,2540,2540,2540,2540,2540,3344,Ses03F_impro05_F016,Session3,ang,1.5,4.5,5.0,151.885,157.234,mfcc_regression/Ses03F_impro05_F016.npy
2541,2541,2541,2541,2541,2541,2541,3345,Ses03F_impro05_F017,Session3,ang,2.0,4.0,4.0,158.95,162.1175,mfcc_regression/Ses03F_impro05_F017.npy
2542,2542,2542,2542,2542,2542,2542,3349,Ses03F_impro05_M003,Session3,neu,3.0,3.0,3.0,45.2702,51.6338,mfcc_regression/Ses03F_impro05_M003.npy
2543,2543,2543,2543,2543,2543,2543,3353,Ses03F_impro05_M008,Session3,neu,3.0,2.0,3.0,108.84,115.5872,mfcc_regression/Ses03F_impro05_M008.npy
2544,2544,2544,2544,2544,2544,2544,3354,Ses03F_impro05_M009,Session3,neu,3.0,3.0,3.0,116.4252,119.6183,mfcc_regression/Ses03F_impro05_M009.npy
2545,2545,2545,2545,2545,2545,2545,3356,Ses03F_impro05_M011,Session3,neu,4.0,2.5,3.0,139.1622,143.9179,mfcc_regression/Ses03F_impro05_M011.npy
2546,2546,2546,2546,2546,2546,2546,3358,Ses03F_impro05_M013,Session3,neu,3.5,3.5,3.5,154.3,158.5275,mfcc_regression/Ses03F_impro05_M013.npy
2547,2547,2547,2547,2547,2547,2547,3359,Ses03F_impro05_M014,Session3,neu,4.0,3.0,4.0,158.6154,160.7215,mfcc_regression/Ses03F_impro05_M014.npy
2548,2548,2548,2548,2548,2548,2548,3360,Ses03M_script02_2_F000,Session3,ang,2.6667,2.6667,2.3333,7.2672,9.5454,mfcc_regression/Ses03M_script02_2_F000.npy
2549,2549,2549,2549,2549,2549,2549,3361,Ses03M_script02_2_F001,Session3,ang,2.3333,2.3333,2.6667,11.664,13.835,mfcc_regression/Ses03M_script02_2_F001.npy
2550,2550,2550,2550,2550,2550,2550,3362,Ses03M_script02_2_F002,Session3,ang,3.0,3.0,3.3333,17.815,25.0366,mfcc_regression/Ses03M_script02_2_F002.npy
2551,2551,2551,2551,2551,2551,2551,3363,Ses03M_script02_2_F003,Session3,ang,2.6667,3.6667,3.0,25.9251,37.4296,mfcc_regression/Ses03M_script02_2_F003.npy
2552,2552,2552,2552,2552,2552,2552,3364,Ses03M_script02_2_F004,Session3,ang,2.0,3.6667,3.0,40.414,43.7175,mfcc_regression/Ses03M_script02_2_F004.npy
2553,2553,2553,2553,2553,2553,2553,3367,Ses03M_script02_2_F009,Session3,ang,2.3333,3.6667,3.0,75.2921,79.7801,mfcc_regression/Ses03M_script02_2_F009.npy
2554,2554,2554,2554,2554,2554,2554,3368,Ses03M_script02_2_F011,Session3,ang,1.6667,4.3333,4.3333,86.66,92.9249,mfcc_regression/Ses03M_script02_2_F011.npy
2555,2555,2555,2555,2555,2555,2555,3370,Ses03M_script02_2_F013,Session3,ang,1.6667,4.6667,3.6667,104.865,113.5647,mfcc_regression/Ses03M_script02_2_F013.npy
2556,2556,2556,2556,2556,2556,2556,3373,Ses03M_script02_2_F016,Session3,ang,1.6667,4.3333,3.6667,130.2406,135.8676,mfcc_regression/Ses03M_script02_2_F016.npy
2557,2557,2557,2557,2557,2557,2557,3375,Ses03M_script02_2_F018,Session3,sad,3.3333,2.0,2.3333,173.8212,177.5573,mfcc_regression/Ses03M_script02_2_F018.npy
2558,2558,2558,2558,2558,2558,2558,3376,Ses03M_script02_2_F023,Session3,sad,2.6667,2.6667,2.3333,232.3919,235.9685,mfcc_regression/Ses03M_script02_2_F023.npy
2559,2559,2559,2559,2559,2559,2559,3377,Ses03M_script02_2_F024,Session3,sad,2.3333,3.0,2.0,236.2191,239.8641,mfcc_regression/Ses03M_script02_2_F024.npy
2560,2560,2560,2560,2560,2560,2560,3378,Ses03M_script02_2_F025,Session3,sad,2.0,2.3333,2.0,244.6938,246.7669,mfcc_regression/Ses03M_script02_2_F025.npy
2561,2561,2561,2561,2561,2561,2561,3384,Ses03M_script02_2_F031,Session3,ang,2.0,3.3333,2.6667,276.1319,280.5515,mfcc_regression/Ses03M_script02_2_F031.npy
2562,2562,2562,2562,2562,2562,2562,3386,Ses03M_script02_2_F033,Session3,ang,2.0,3.6667,3.0,326.5241,332.2422,mfcc_regression/Ses03M_script02_2_F033.npy
2563,2563,2563,2563,2563,2563,2563,3387,Ses03M_script02_2_F034,Session3,sad,2.3333,3.0,2.0,334.2698,345.6376,mfcc_regression/Ses03M_script02_2_F034.npy
2564,2564,2564,2564,2564,2564,2564,3388,Ses03M_script02_2_F035,Session3,sad,2.3333,3.6667,2.6667,346.7539,352.472,mfcc_regression/Ses03M_script02_2_F035.npy
2565,2565,2565,2565,2565,2565,2565,3389,Ses03M_script02_2_F036,Session3,sad,2.3333,3.6667,3.0,352.54,356.9827,mfcc_regression/Ses03M_script02_2_F036.npy
2566,2566,2566,2566,2566,2566,2566,3390,Ses03M_script02_2_F037,Session3,sad,2.3333,3.3333,2.6667,359.2836,361.5618,mfcc_regression/Ses03M_script02_2_F037.npy
2567,2567,2567,2567,2567,2567,2567,3391,Ses03M_script02_2_F038,Session3,sad,2.3333,3.6667,2.3333,364.6828,370.6743,mfcc_regression/Ses03M_script02_2_F038.npy
2568,2568,2568,2568,2568,2568,2568,3392,Ses03M_script02_2_F040,Session3,sad,2.3333,2.6667,2.3333,374.6154,384.7303,mfcc_regression/Ses03M_script02_2_F040.npy
2569,2569,2569,2569,2569,2569,2569,3393,Ses03M_script02_2_F041,Session3,sad,3.3333,2.3333,2.3333,391.1774,399.6521,mfcc_regression/Ses03M_script02_2_F041.npy
2570,2570,2570,2570,2570,2570,2570,3394,Ses03M_script02_2_F042,Session3,hap,4.0,2.3333,2.3333,407.0332,411.4072,mfcc_regression/Ses03M_script02_2_F042.npy
2571,2571,2571,2571,2571,2571,2571,3395,Ses03M_script02_2_F044,Session3,hap,4.0,2.3333,2.0,419.6312,422.8025,mfcc_regression/Ses03M_script02_2_F044.npy
2572,2572,2572,2572,2572,2572,2572,3396,Ses03M_script02_2_F046,Session3,hap,4.0,2.6667,2.3333,432.5027,438.0385,mfcc_regression/Ses03M_script02_2_F046.npy
2573,2573,2573,2573,2573,2573,2573,3397,Ses03M_script02_2_F047,Session3,hap,4.0,2.0,2.0,438.6992,443.506,mfcc_regression/Ses03M_script02_2_F047.npy
2574,2574,2574,2574,2574,2574,2574,3398,Ses03M_script02_2_F048,Session3,hap,3.3333,2.3333,2.0,444.3034,447.0144,mfcc_regression/Ses03M_script02_2_F048.npy
2575,2575,2575,2575,2575,2575,2575,3399,Ses03M_script02_2_F049,Session3,hap,4.0,2.6667,2.0,450.0443,454.8511,mfcc_regression/Ses03M_script02_2_F049.npy
2576,2576,2576,2576,2576,2576,2576,3400,Ses03M_script02_2_M000,Session3,hap,3.3333,3.0,2.3333,5.2815,8.0225,mfcc_regression/Ses03M_script02_2_M000.npy
2577,2577,2577,2577,2577,2577,2577,3414,Ses03M_script02_2_M014,Session3,neu,3.0,2.3333,2.6667,125.4337,131.2202,mfcc_regression/Ses03M_script02_2_M014.npy
2578,2578,2578,2578,2578,2578,2578,3416,Ses03M_script02_2_M017,Session3,neu,2.6667,3.0,2.6667,151.0875,161.6104,mfcc_regression/Ses03M_script02_2_M017.npy
2579,2579,2579,2579,2579,2579,2579,3418,Ses03M_script02_2_M019,Session3,neu,3.3333,2.6667,2.0,202.4117,207.1274,mfcc_regression/Ses03M_script02_2_M019.npy
2580,2580,2580,2580,2580,2580,2580,3419,Ses03M_script02_2_M020,Session3,neu,3.0,2.0,2.6667,215.3059,221.4113,mfcc_regression/Ses03M_script02_2_M020.npy
2581,2581,2581,2581,2581,2581,2581,3420,Ses03M_script02_2_M021,Session3,neu,3.0,2.0,2.3333,221.4875,230.3075,mfcc_regression/Ses03M_script02_2_M021.npy
2582,2582,2582,2582,2582,2582,2582,3421,Ses03M_script02_2_M022,Session3,neu,3.3333,2.3333,3.0,230.4775,232.51,mfcc_regression/Ses03M_script02_2_M022.npy
2583,2583,2583,2583,2583,2583,2583,3425,Ses03M_script02_2_M028,Session3,ang,2.3333,3.0,3.3333,279.8909,283.0347,mfcc_regression/Ses03M_script02_2_M028.npy
2584,2584,2584,2584,2584,2584,2584,3426,Ses03M_script02_2_M029,Session3,ang,2.0,4.0,4.3333,283.103,293.0584,mfcc_regression/Ses03M_script02_2_M029.npy
2585,2585,2585,2585,2585,2585,2585,3427,Ses03M_script02_2_M030,Session3,ang,2.0,3.3333,3.3333,293.104,307.98,mfcc_regression/Ses03M_script02_2_M030.npy
2586,2586,2586,2586,2586,2586,2586,3428,Ses03M_script02_2_M031,Session3,ang,1.6667,3.3333,4.3333,308.1,316.9332,mfcc_regression/Ses03M_script02_2_M031.npy
2587,2587,2587,2587,2587,2587,2587,3429,Ses03M_script02_2_M032,Session3,ang,2.0,3.0,4.0,318.9835,321.2844,mfcc_regression/Ses03M_script02_2_M032.npy
2588,2588,2588,2588,2588,2588,2588,3430,Ses03M_script02_2_M033,Session3,ang,3.0,3.0,3.3333,324.8155,326.7292,mfcc_regression/Ses03M_script02_2_M033.npy
2589,2589,2589,2589,2589,2589,2589,3432,Ses03M_script02_2_M036,Session3,sad,2.6667,2.6667,2.0,356.7321,360.3999,mfcc_regression/Ses03M_script02_2_M036.npy
2590,2590,2590,2590,2590,2590,2590,3433,Ses03M_script02_2_M037,Session3,sad,2.3333,2.6667,2.3333,360.5366,365.3662,mfcc_regression/Ses03M_script02_2_M037.npy
2591,2591,2591,2591,2591,2591,2591,3434,Ses03M_script02_2_M041,Session3,hap,3.6667,2.6667,2.6667,404.6184,407.845,mfcc_regression/Ses03M_script02_2_M041.npy
2592,2592,2592,2592,2592,2592,2592,3435,Ses03M_script02_2_M042,Session3,hap,3.6667,2.6667,2.6667,416.2368,420.2919,mfcc_regression/Ses03M_script02_2_M042.npy
2593,2593,2593,2593,2593,2593,2593,3436,Ses03M_script02_2_M045,Session3,hap,4.0,2.6667,3.0,445.1235,451.2517,mfcc_regression/Ses03M_script02_2_M045.npy
2594,2594,2594,2594,2594,2594,2594,3437,Ses03M_script02_2_M046,Session3,hap,3.6667,2.6667,2.0,454.4866,457.2204,mfcc_regression/Ses03M_script02_2_M046.npy
2595,2595,2595,2595,2595,2595,2595,3438,Ses03M_impro05a_F000,Session3,neu,3.5,2.5,2.5,5.73,7.53,mfcc_regression/Ses03M_impro05a_F000.npy
2596,2596,2596,2596,2596,2596,2596,3439,Ses03M_impro05a_F001,Session3,neu,3.5,2.0,2.5,11.22,14.59,mfcc_regression/Ses03M_impro05a_F001.npy
2597,2597,2597,2597,2597,2597,2597,3440,Ses03M_impro05a_F002,Session3,neu,2.0,2.5,3.0,17.32,22.2,mfcc_regression/Ses03M_impro05a_F002.npy
2598,2598,2598,2598,2598,2598,2598,3443,Ses03M_impro05a_F005,Session3,neu,3.0,2.5,2.0,34.16,35.85,mfcc_regression/Ses03M_impro05a_F005.npy
2599,2599,2599,2599,2599,2599,2599,3445,Ses03M_impro05a_F007,Session3,neu,2.5,3.0,3.0,49.4,53.89,mfcc_regression/Ses03M_impro05a_F007.npy
2600,2600,2600,2600,2600,2600,2600,3446,Ses03M_impro05a_F008,Session3,neu,3.0,2.5,3.0,54.49,57.02,mfcc_regression/Ses03M_impro05a_F008.npy
2601,2601,2601,2601,2601,2601,2601,3447,Ses03M_impro05a_F009,Session3,neu,3.0,2.5,3.0,59.01,61.82,mfcc_regression/Ses03M_impro05a_F009.npy
2602,2602,2602,2602,2602,2602,2602,3449,Ses03M_impro05a_F011,Session3,neu,3.0,2.0,2.0,71.54,73.33,mfcc_regression/Ses03M_impro05a_F011.npy
2603,2603,2603,2603,2603,2603,2603,3450,Ses03M_impro05a_F012,Session3,neu,2.5,3.0,3.0,74.25,80.89,mfcc_regression/Ses03M_impro05a_F012.npy
2604,2604,2604,2604,2604,2604,2604,3451,Ses03M_impro05a_F014,Session3,neu,3.5,2.5,2.5,90.9925,92.21,mfcc_regression/Ses03M_impro05a_F014.npy
2605,2605,2605,2605,2605,2605,2605,3453,Ses03M_impro05a_F016,Session3,neu,2.5,3.0,3.0,101.69,107.76,mfcc_regression/Ses03M_impro05a_F016.npy
2606,2606,2606,2606,2606,2606,2606,3454,Ses03M_impro05a_F018,Session3,ang,3.0,3.5,4.0,115.88,119.74,mfcc_regression/Ses03M_impro05a_F018.npy
2607,2607,2607,2607,2607,2607,2607,3457,Ses03M_impro05a_F021,Session3,neu,3.0,3.0,2.5,130.13,131.39,mfcc_regression/Ses03M_impro05a_F021.npy
2608,2608,2608,2608,2608,2608,2608,3458,Ses03M_impro05a_F023,Session3,neu,3.0,3.0,3.0,134.62,139.06,mfcc_regression/Ses03M_impro05a_F023.npy
2609,2609,2609,2609,2609,2609,2609,3459,Ses03M_impro05a_F024,Session3,neu,3.0,3.0,3.0,140.49,141.87,mfcc_regression/Ses03M_impro05a_F024.npy
2610,2610,2610,2610,2610,2610,2610,3460,Ses03M_impro05a_F025,Session3,neu,3.0,2.5,3.5,143.29,145.77,mfcc_regression/Ses03M_impro05a_F025.npy
2611,2611,2611,2611,2611,2611,2611,3462,Ses03M_impro05a_F028,Session3,ang,2.5,2.5,3.5,156.69,157.98,mfcc_regression/Ses03M_impro05a_F028.npy
2612,2612,2612,2612,2612,2612,2612,3463,Ses03M_impro05a_M000,Session3,ang,2.0,4.0,4.5,7.17,11.72,mfcc_regression/Ses03M_impro05a_M000.npy
2613,2613,2613,2613,2613,2613,2613,3464,Ses03M_impro05a_M001,Session3,ang,1.5,4.0,4.5,13.83,17.78,mfcc_regression/Ses03M_impro05a_M001.npy
2614,2614,2614,2614,2614,2614,2614,3465,Ses03M_impro05a_M002,Session3,ang,1.5,4.0,4.5,21.76,25.02,mfcc_regression/Ses03M_impro05a_M002.npy
2615,2615,2615,2615,2615,2615,2615,3466,Ses03M_impro05a_M003,Session3,ang,2.5,3.0,4.0,26.95,28.6507,mfcc_regression/Ses03M_impro05a_M003.npy
2616,2616,2616,2616,2616,2616,2616,3467,Ses03M_impro05a_M004,Session3,ang,2.5,3.0,3.0,29.44,30.5,mfcc_regression/Ses03M_impro05a_M004.npy
2617,2617,2617,2617,2617,2617,2617,3468,Ses03M_impro05a_M005,Session3,ang,2.5,3.0,3.5,33.53,34.59,mfcc_regression/Ses03M_impro05a_M005.npy
2618,2618,2618,2618,2618,2618,2618,3469,Ses03M_impro05a_M006,Session3,ang,1.5,4.0,4.5,34.94,37.05,mfcc_regression/Ses03M_impro05a_M006.npy
2619,2619,2619,2619,2619,2619,2619,3470,Ses03M_impro05a_M007,Session3,ang,1.5,4.0,3.5,37.0975,38.98,mfcc_regression/Ses03M_impro05a_M007.npy
2620,2620,2620,2620,2620,2620,2620,3471,Ses03M_impro05a_M010,Session3,ang,2.0,3.5,4.0,53.11,55.07,mfcc_regression/Ses03M_impro05a_M010.npy
2621,2621,2621,2621,2621,2621,2621,3472,Ses03M_impro05a_M011,Session3,ang,2.5,4.0,3.5,56.55,59.74,mfcc_regression/Ses03M_impro05a_M011.npy
2622,2622,2622,2622,2622,2622,2622,3473,Ses03M_impro05a_M012,Session3,ang,1.5,4.5,4.5,60.95,66.43,mfcc_regression/Ses03M_impro05a_M012.npy
2623,2623,2623,2623,2623,2623,2623,3474,Ses03M_impro05a_M013,Session3,ang,2.0,4.0,4.5,67.1,72.19,mfcc_regression/Ses03M_impro05a_M013.npy
2624,2624,2624,2624,2624,2624,2624,3475,Ses03M_impro05a_M014,Session3,ang,2.5,3.5,4.0,72.64,74.1625,mfcc_regression/Ses03M_impro05a_M014.npy
2625,2625,2625,2625,2625,2625,2625,3476,Ses03M_impro05a_M016,Session3,ang,1.5,4.5,4.5,87.19,91.3275,mfcc_regression/Ses03M_impro05a_M016.npy
2626,2626,2626,2626,2626,2626,2626,3477,Ses03M_impro05a_M017,Session3,ang,1.5,4.5,5.0,91.36,94.47,mfcc_regression/Ses03M_impro05a_M017.npy
2627,2627,2627,2627,2627,2627,2627,3478,Ses03M_impro05a_M018,Session3,ang,1.0,5.0,5.0,96.24,102.32,mfcc_regression/Ses03M_impro05a_M018.npy
2628,2628,2628,2628,2628,2628,2628,3479,Ses03M_impro05a_M020,Session3,ang,2.0,4.5,4.5,113.59,116.3,mfcc_regression/Ses03M_impro05a_M020.npy
2629,2629,2629,2629,2629,2629,2629,3480,Ses03M_impro05a_M021,Session3,ang,1.5,4.5,4.5,119.01,120.88,mfcc_regression/Ses03M_impro05a_M021.npy
2630,2630,2630,2630,2630,2630,2630,3481,Ses03M_impro05a_M022,Session3,ang,2.5,2.5,3.0,126.79,130.58,mfcc_regression/Ses03M_impro05a_M022.npy
2631,2631,2631,2631,2631,2631,2631,3482,Ses03M_impro05a_M023,Session3,ang,1.5,4.0,4.5,133.9,135.21,mfcc_regression/Ses03M_impro05a_M023.npy
2632,2632,2632,2632,2632,2632,2632,3483,Ses03M_impro05a_M024,Session3,ang,1.5,4.0,4.5,138.5675,140.99,mfcc_regression/Ses03M_impro05a_M024.npy
2633,2633,2633,2633,2633,2633,2633,3484,Ses03M_impro05a_M025,Session3,ang,2.0,4.0,4.5,141.2,143.71,mfcc_regression/Ses03M_impro05a_M025.npy
2634,2634,2634,2634,2634,2634,2634,3485,Ses03M_impro05a_M026,Session3,ang,2.5,3.5,4.0,145.05,151.19,mfcc_regression/Ses03M_impro05a_M026.npy
2635,2635,2635,2635,2635,2635,2635,3486,Ses03M_impro05a_M027,Session3,ang,2.5,3.0,3.5,152.29,154.61,mfcc_regression/Ses03M_impro05a_M027.npy
2636,2636,2636,2636,2636,2636,2636,3487,Ses03M_impro05a_M028,Session3,ang,2.5,3.0,3.0,156.045,159.485,mfcc_regression/Ses03M_impro05a_M028.npy
2637,2637,2637,2637,2637,2637,2637,3488,Ses03M_impro05a_M029,Session3,ang,3.0,2.5,3.5,160.05,162.53,mfcc_regression/Ses03M_impro05a_M029.npy
2638,2638,2638,2638,2638,2638,2638,3489,Ses03M_impro05a_M030,Session3,hap,4.5,4.5,4.0,162.76,167.4425,mfcc_regression/Ses03M_impro05a_M030.npy
2639,2639,2639,2639,2639,2639,2639,3490,Ses03F_impro07_F001,Session3,hap,4.0,2.0,2.5,10.4226,13.5866,mfcc_regression/Ses03F_impro07_F001.npy
2640,2640,2640,2640,2640,2640,2640,3492,Ses03F_impro07_F004,Session3,hap,4.0,3.0,3.0,24.6223,27.0419,mfcc_regression/Ses03F_impro07_F004.npy
2641,2641,2641,2641,2641,2641,2641,3493,Ses03F_impro07_F005,Session3,hap,4.0,3.5,2.5,27.1514,30.995,mfcc_regression/Ses03F_impro07_F005.npy
2642,2642,2642,2642,2642,2642,2642,3494,Ses03F_impro07_F007,Session3,hap,4.5,3.5,2.5,40.4095,44.5589,mfcc_regression/Ses03F_impro07_F007.npy
2643,2643,2643,2643,2643,2643,2643,3495,Ses03F_impro07_F008,Session3,hap,4.5,3.5,3.0,45.8836,49.4527,mfcc_regression/Ses03F_impro07_F008.npy
2644,2644,2644,2644,2644,2644,2644,3496,Ses03F_impro07_F009,Session3,hap,4.0,3.5,2.5,49.4855,61.419,mfcc_regression/Ses03F_impro07_F009.npy
2645,2645,2645,2645,2645,2645,2645,3497,Ses03F_impro07_F011,Session3,hap,3.5,3.5,2.5,67.6266,70.5826,mfcc_regression/Ses03F_impro07_F011.npy
2646,2646,2646,2646,2646,2646,2646,3498,Ses03F_impro07_F012,Session3,hap,4.0,3.0,2.5,70.6125,72.7503,mfcc_regression/Ses03F_impro07_F012.npy
2647,2647,2647,2647,2647,2647,2647,3499,Ses03F_impro07_F013,Session3,hap,4.5,3.0,2.5,75.4764,80.6658,mfcc_regression/Ses03F_impro07_F013.npy
2648,2648,2648,2648,2648,2648,2648,3500,Ses03F_impro07_F014,Session3,hap,5.0,3.5,2.5,81.1366,83.7094,mfcc_regression/Ses03F_impro07_F014.npy
2649,2649,2649,2649,2649,2649,2649,3501,Ses03F_impro07_F015,Session3,neu,4.5,3.0,2.0,84.005,86.5888,mfcc_regression/Ses03F_impro07_F015.npy
2650,2650,2650,2650,2650,2650,2650,3502,Ses03F_impro07_F016,Session3,hap,4.5,2.5,2.5,89.9498,97.2632,mfcc_regression/Ses03F_impro07_F016.npy
2651,2651,2651,2651,2651,2651,2651,3503,Ses03F_impro07_F017,Session3,hap,4.5,2.5,2.5,97.6125,99.7,mfcc_regression/Ses03F_impro07_F017.npy
2652,2652,2652,2652,2652,2652,2652,3504,Ses03F_impro07_F019,Session3,hap,4.0,3.0,2.5,103.2409,105.8246,mfcc_regression/Ses03F_impro07_F019.npy
2653,2653,2653,2653,2653,2653,2653,3505,Ses03F_impro07_F020,Session3,hap,4.0,3.5,2.0,108.9339,114.0576,mfcc_regression/Ses03F_impro07_F020.npy
2654,2654,2654,2654,2654,2654,2654,3506,Ses03F_impro07_F021,Session3,hap,4.5,3.0,2.5,116.5538,120.1338,mfcc_regression/Ses03F_impro07_F021.npy
2655,2655,2655,2655,2655,2655,2655,3507,Ses03F_impro07_F022,Session3,hap,4.0,2.0,2.0,122.5534,126.7125,mfcc_regression/Ses03F_impro07_F022.npy
2656,2656,2656,2656,2656,2656,2656,3508,Ses03F_impro07_F023,Session3,hap,4.0,3.0,2.5,132.2534,135.5707,mfcc_regression/Ses03F_impro07_F023.npy
2657,2657,2657,2657,2657,2657,2657,3509,Ses03F_impro07_F025,Session3,hap,4.0,2.5,2.5,140.2075,142.6103,mfcc_regression/Ses03F_impro07_F025.npy
2658,2658,2658,2658,2658,2658,2658,3510,Ses03F_impro07_F026,Session3,hap,4.0,3.5,2.5,144.34,152.4965,mfcc_regression/Ses03F_impro07_F026.npy
2659,2659,2659,2659,2659,2659,2659,3511,Ses03F_impro07_F027,Session3,hap,4.0,3.0,2.0,152.53,154.8175,mfcc_regression/Ses03F_impro07_F027.npy
2660,2660,2660,2660,2660,2660,2660,3512,Ses03F_impro07_F028,Session3,hap,4.0,3.5,2.5,155.9342,157.664,mfcc_regression/Ses03F_impro07_F028.npy
2661,2661,2661,2661,2661,2661,2661,3513,Ses03F_impro07_F029,Session3,hap,4.0,3.0,2.5,157.7525,161.56,mfcc_regression/Ses03F_impro07_F029.npy
2662,2662,2662,2662,2662,2662,2662,3514,Ses03F_impro07_F031,Session3,neu,4.0,2.5,3.0,168.3494,171.4587,mfcc_regression/Ses03F_impro07_F031.npy
2663,2663,2663,2663,2663,2663,2663,3515,Ses03F_impro07_F032,Session3,hap,4.0,4.0,3.0,171.6557,177.8524,mfcc_regression/Ses03F_impro07_F032.npy
2664,2664,2664,2664,2664,2664,2664,3516,Ses03F_impro07_F034,Session3,hap,4.0,3.5,2.5,181.6076,184.049,mfcc_regression/Ses03F_impro07_F034.npy
2665,2665,2665,2665,2665,2665,2665,3517,Ses03F_impro07_F035,Session3,hap,5.0,3.0,2.5,190.1909,192.1616,mfcc_regression/Ses03F_impro07_F035.npy
2666,2666,2666,2666,2666,2666,2666,3518,Ses03F_impro07_M000,Session3,neu,4.0,2.5,2.0,5.1689,7.6856,mfcc_regression/Ses03F_impro07_M000.npy
2667,2667,2667,2667,2667,2667,2667,3519,Ses03F_impro07_M001,Session3,neu,4.0,2.0,2.0,9.284,11.0248,mfcc_regression/Ses03F_impro07_M001.npy
2668,2668,2668,2668,2668,2668,2668,3520,Ses03F_impro07_M003,Session3,neu,4.0,2.5,2.5,15.0537,16.7835,mfcc_regression/Ses03F_impro07_M003.npy
2669,2669,2669,2669,2669,2669,2669,3521,Ses03F_impro07_M004,Session3,neu,4.0,2.0,2.0,19.8052,21.951,mfcc_regression/Ses03F_impro07_M004.npy
2670,2670,2670,2670,2670,2670,2670,3522,Ses03F_impro07_M008,Session3,hap,4.0,3.5,2.0,39.8402,41.3511,mfcc_regression/Ses03F_impro07_M008.npy
2671,2671,2671,2671,2671,2671,2671,3524,Ses03F_impro07_M011,Session3,hap,4.0,3.5,2.5,48.4564,50.2191,mfcc_regression/Ses03F_impro07_M011.npy
2672,2672,2672,2672,2672,2672,2672,3525,Ses03F_impro07_M012,Session3,neu,4.0,2.5,2.0,67.3201,68.6995,mfcc_regression/Ses03F_impro07_M012.npy
2673,2673,2673,2673,2673,2673,2673,3526,Ses03F_impro07_M013,Session3,hap,4.0,2.5,2.0,72.0606,76.4727,mfcc_regression/Ses03F_impro07_M013.npy
2674,2674,2674,2674,2674,2674,2674,3527,Ses03F_impro07_M014,Session3,hap,4.0,2.5,2.5,79.0345,81.3884,mfcc_regression/Ses03F_impro07_M014.npy
2675,2675,2675,2675,2675,2675,2675,3528,Ses03F_impro07_M015,Session3,hap,4.5,3.5,3.0,81.8154,84.4101,mfcc_regression/Ses03F_impro07_M015.npy
2676,2676,2676,2676,2676,2676,2676,3531,Ses03F_impro07_M019,Session3,hap,4.0,3.0,2.5,104.9378,109.3828,mfcc_regression/Ses03F_impro07_M019.npy
2677,2677,2677,2677,2677,2677,2677,3532,Ses03F_impro07_M021,Session3,neu,4.0,2.5,2.5,113.5431,116.9675,mfcc_regression/Ses03F_impro07_M021.npy
2678,2678,2678,2678,2678,2678,2678,3533,Ses03F_impro07_M022,Session3,hap,4.0,2.5,3.0,119.4441,123.1555,mfcc_regression/Ses03F_impro07_M022.npy
2679,2679,2679,2679,2679,2679,2679,3534,Ses03F_impro07_M023,Session3,neu,4.0,2.5,3.0,126.2319,127.907,mfcc_regression/Ses03F_impro07_M023.npy
2680,2680,2680,2680,2680,2680,2680,3535,Ses03F_impro07_M025,Session3,neu,4.0,2.5,2.5,141.4389,144.6125,mfcc_regression/Ses03F_impro07_M025.npy
2681,2681,2681,2681,2681,2681,2681,3536,Ses03F_impro07_M026,Session3,hap,4.0,3.5,2.5,154.3796,158.0034,mfcc_regression/Ses03F_impro07_M026.npy
2682,2682,2682,2682,2682,2682,2682,3537,Ses03F_impro07_M027,Session3,hap,4.0,2.5,2.5,158.3319,159.5033,mfcc_regression/Ses03F_impro07_M027.npy
2683,2683,2683,2683,2683,2683,2683,3538,Ses03F_impro07_M028,Session3,hap,4.0,2.5,2.5,161.0689,163.7621,mfcc_regression/Ses03F_impro07_M028.npy
2684,2684,2684,2684,2684,2684,2684,3539,Ses03F_impro07_M029,Session3,hap,4.0,3.5,2.5,165.9846,167.3093,mfcc_regression/Ses03F_impro07_M029.npy
